"NYN201104080","WAS",1,0,0,0,0,"X",0,0,"desmi001","R","desmi001","R","dickr001","R","dickr001","R","tholj001","davii001","emaub001","wrigd002","reyej001","harrw001","pagaa001","beltc001","","","","7/F","T","F",6,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,1,"NYN","WAS","NYN",0,"T","F",0,0,0,0,0,"T","F",0,0,"T","T","wertj001","zimmr001","T","T",0,0,0,0,0,0,0,0,0,"","","",0,0,0,0,0,0,1,0,0,0,1,0,0,"harrw001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"NYN201104080","WAS",1,0,1,3,2,"CBBBCFX",0,0,"wertj001","R","wertj001","R","dickr001","R","dickr001","R","tholj001","davii001","emaub001","wrigd002","reyej001","harrw001","pagaa001","beltc001","","","","4/P","F","F",9,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"P","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"4","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,2,"NYN","WAS","NYN",0,"F","F",0,0,0,1,1,"T","F",0,0,"T","T","zimmr001","laroa001","T","T",0,0,0,0,0,0,0,0,0,"","","",3,3,0,0,0,0,4,2,0,1,1,0,0,"emaub001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"NYN201104080","WAS",1,0,2,2,2,"BCBSFS",0,0,"zimmr001","R","zimmr001","R","dickr001","R","dickr001","R","tholj001","davii001","emaub001","wrigd002","reyej001","harrw001","pagaa001","beltc001","","","","K","F","F",5,3,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,3,"NYN","WAS","NYN",0,"F","T",0,0,0,2,2,"T","F",0,0,"T","T","laroa001","morsm001","T","T",0,0,0,0,0,0,0,0,0,"","","",2,2,0,0,0,0,4,1,2,1,0,0,0,"","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"NYN201104080","WAS",1,1,0,1,1,"BCX",0,0,"reyej001","L","reyej001","L","zimmj003","R","zimmj003","R","rodri001","laroa001","espid001","zimmr001","desmi001","morsm001","ankir001","wertj001","","","","S4/G","T","F",6,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4,"NYN","NYN","WAS",1,"T","F",0,0,0,0,0,"T","F",0,1,"T","T","pagaa001","wrigd002","T","T",0,0,0,0,0,0,0,0,0,"","","",1,1,0,0,0,0,2,1,0,0,1,0,0,"espid001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"NYN201104080","WAS",1,1,0,1,2,"1BC1CB",0,0,"pagaa001","L","pagaa001","L","zimmj003","R","zimmj003","R","rodri001","laroa001","espid001","zimmr001","desmi001","morsm001","ankir001","wertj001","reyej001","","","WP.1-2","F","F",8,2,9,"F","F",0,"F","F",0,"F","F",0,"T","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","zimmj003","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5,"NYN","NYN","WAS",1,"F","F",0,0,0,1,1,"T","F",1,2,"T","T","wrigd002","beltc001","T","T",6,1,4,0,0,0,0,0,0,"rodri001","","",2,2,0,0,0,0,2,2,0,0,0,0,0,"","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"NYN201104080","WAS",1,1,0,2,2,"1BC1CB.C",0,0,"pagaa001","L","pagaa001","L","zimmj003","R","zimmj003","R","rodri001","laroa001","espid001","zimmr001","desmi001","morsm001","ankir001","wertj001","","reyej001","","K","F","F",8,2,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"2","","","","F","F","F","F","F","F","F","F","F","","zimmj003","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,6,"NYN","NYN","WAS",1,"F","F",0,0,0,1,1,"F","F",2,2,"T","T","wrigd002","beltc001","T","T",0,0,0,6,1,4,0,0,0,"","rodri001","",2,2,0,0,0,0,3,3,0,0,0,0,0,"","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"NYN201104080","WAS",1,1,1,0,1,"SX",0,0,"wrigd002","R","wrigd002","R","zimmj003","R","zimmj003","R","rodri001","laroa001","espid001","zimmr001","desmi001","morsm001","ankir001","wertj001","","reyej001","","8/L","F","F",5,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"8","","","","F","F","F","F","F","F","F","F","F","","zimmj003","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,7,"NYN","NYN","WAS",1,"F","F",0,0,0,2,2,"T","F",2,2,"T","T","beltc001","davii001","T","T",0,0,0,6,1,4,0,0,0,"","rodri001","",0,0,0,0,0,0,2,0,1,0,1,0,0,"ankir001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"NYN201104080","WAS",1,1,2,1,2,"CBFFFFX",0,0,"beltc001","L","beltc001","L","zimmj003","R","zimmj003","R","rodri001","laroa001","espid001","zimmr001","desmi001","morsm001","ankir001","wertj001","","reyej001","","9/L","F","F",9,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"9","","","","F","F","F","F","F","F","F","F","F","","zimmj003","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,8,"NYN","NYN","WAS",1,"F","T",0,0,0,3,3,"T","F",2,2,"T","T","davii001","harrw001","T","T",0,0,0,6,1,4,0,0,0,"","rodri001","",1,1,0,0,0,0,6,1,0,4,1,0,0,"wertj001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"NYN201104080","WAS",2,0,0,0,0,"X",0,0,"laroa001","L","laroa001","L","dickr001","R","dickr001","R","tholj001","davii001","emaub001","wrigd002","reyej001","harrw001","pagaa001","beltc001","","","","7/F","T","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,9,"NYN","WAS","NYN",0,"T","F",0,0,0,3,0,"T","F",0,0,"T","T","morsm001","ankir001","T","T",0,0,0,0,0,0,0,0,0,"","","",0,0,0,0,0,0,1,0,0,0,1,0,0,"harrw001","F","F","F","F",0,0,0,0,2,0,0,0,0,0,F,F
"NYN201104080","WAS",2,0,1,1,0,"BX",0,0,"morsm001","R","morsm001","R","dickr001","R","dickr001","R","tholj001","davii001","emaub001","wrigd002","reyej001","harrw001","pagaa001","beltc001","","","","8/F","F","F",7,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,10,"NYN","WAS","NYN",0,"F","F",0,0,0,4,1,"T","F",0,0,"T","T","ankir001","espid001","T","T",0,0,0,0,0,0,0,0,0,"","","",1,1,0,0,0,0,1,0,0,0,1,0,0,"pagaa001","F","F","F","F",0,0,0,0,2,0,0,0,0,0,F,F
