"KCA201103310","ANA",1,0,0,2,1,"BBCX",0,0,"iztum001","L","iztum001","L","hochl001","R","hochl001","R","tream001","kaaik001","getzc001","avilm001","escoa003","gorda001","cabrm002","franj004","","","","43/G","T","F",5,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,1,"KCA","ANA","KCA",0,"T","F",0,0,0,0,0,"T","F",0,0,"T","T","kendh001","abreb001","T","T",0,0,0,0,0,0,0,0,0,"","","",2,2,0,0,0,0,2,1,0,0,1,0,0,"getzc001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"KCA201103310","ANA",1,0,1,2,2,"CBFBFX",0,0,"kendh001","R","kendh001","R","hochl001","R","hochl001","R","tream001","kaaik001","getzc001","avilm001","escoa003","gorda001","cabrm002","franj004","","","","D7/L","F","F",4,2,21,"T","T",2,"F","F",0,"F","F",0,"F","F",7,"L","F","F","",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2,"KCA","ANA","KCA",0,"F","F",0,0,0,1,1,"T","F",0,2,"T","T","abreb001","huntt001","T","T",0,0,0,0,0,0,0,0,0,"","","",2,2,0,0,0,0,4,1,0,2,1,0,0,"gorda001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"KCA201103310","ANA",1,0,1,0,2,"CFFC",0,0,"abreb001","L","abreb001","L","hochl001","R","hochl001","R","tream001","kaaik001","getzc001","avilm001","escoa003","gorda001","cabrm002","franj004","","kendh001","","K","F","F",10,3,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"2","","","","F","F","F","F","F","F","F","F","F","","hochl001","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,3,"KCA","ANA","KCA",0,"F","F",0,0,0,2,2,"T","F",2,2,"T","T","huntt001","wellv001","T","T",0,0,0,4,2,2,0,0,0,"","tream001","",0,0,0,0,0,0,4,2,0,2,0,0,0,"","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"KCA201103310","ANA",1,0,2,2,2,"CSBBFFFX",0,0,"huntt001","R","huntt001","R","hochl001","R","hochl001","R","tream001","kaaik001","getzc001","avilm001","escoa003","gorda001","cabrm002","franj004","","kendh001","","E5/G.2-3","F","F",9,4,18,"T","T",0,"F","F",0,"F","F",0,"F","F",5,"G","F","F","",1,5,"F",0,"N",0,"N",1,0,3,0,"","","","","F","F","F","F","F","F","F","F","F","","hochl001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4,"KCA","ANA","KCA",0,"F","F",0,0,0,3,3,"T","F",2,5,"T","T","wellv001","aybae001","T","T",0,0,0,4,2,2,0,0,0,"","tream001","",2,2,0,0,0,0,6,1,1,3,1,0,0,"avilm001","F","F","F","T",0,0,0,0,0,0,0,0,0,0,F,F
"KCA201103310","ANA",1,0,2,0,0,"H",0,0,"wellv001","R","wellv001","R","hochl001","R","hochl001","R","tream001","kaaik001","getzc001","avilm001","escoa003","gorda001","cabrm002","franj004","huntt001","","kendh001","HP.1-2","F","F",7,5,16,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,3,"","","","","F","F","F","F","F","F","F","F","F","hochl001","","hochl001","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5,"KCA","ANA","KCA",0,"F","F",0,0,0,4,4,"T","F",5,7,"T","T","aybae001","trumm001","T","T",9,4,4,0,0,0,4,2,2,"tream001","","tream001",1,0,0,0,1,0,0,0,0,0,0,0,0,"","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"KCA201103310","ANA",1,0,2,0,2,"CFX",0,0,"aybae001","L","aybae001","L","hochl001","R","hochl001","R","tream001","kaaik001","getzc001","avilm001","escoa003","gorda001","cabrm002","franj004","wellv001","huntt001","kendh001","43/G","F","F",6,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,1,2,3,"43","","","","F","F","F","F","F","F","F","F","F","hochl001","hochl001","hochl001","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,6,"KCA","ANA","KCA",0,"F","T",0,0,0,5,5,"T","F",7,7,"T","T","trumm001","mathj001","T","T",7,5,5,9,4,4,4,2,2,"tream001","tream001","tream001",0,0,0,0,0,0,3,1,0,1,1,0,0,"getzc001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"KCA201103310","ANA",1,1,0,3,2,"CBBFFBFFC",0,0,"avilm001","R","avilm001","R","weavj003","R","weavj003","R","mathj001","trumm001","kendh001","iztum001","aybae001","wellv001","bourp001","huntt001","","","","K","T","F",5,1,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,7,"KCA","KCA","ANA",1,"T","F",0,0,0,0,0,"T","F",0,0,"T","T","cabrm002","gorda001","T","T",0,0,0,0,0,0,0,0,0,"","","",3,3,0,0,0,0,6,2,0,4,0,0,0,"","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"KCA201103310","ANA",1,1,1,1,2,"FBFX",0,0,"cabrm002","L","cabrm002","L","weavj003","R","weavj003","R","mathj001","trumm001","kendh001","iztum001","aybae001","wellv001","bourp001","huntt001","","","","6/P-","F","F",8,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"P","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"6","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,8,"KCA","KCA","ANA",1,"F","F",0,0,0,1,1,"T","F",0,0,"T","T","gorda001","butlb003","T","T",0,0,0,0,0,0,0,0,0,"","","",1,1,0,0,0,0,3,0,0,2,1,0,0,"aybae001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"KCA201103310","ANA",1,1,2,0,0,"X",0,0,"gorda001","L","gorda001","L","weavj003","R","weavj003","R","mathj001","trumm001","kendh001","iztum001","aybae001","wellv001","bourp001","huntt001","","","","6/P","F","F",7,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"P","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"6","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,9,"KCA","KCA","ANA",1,"F","T",0,0,0,2,2,"T","F",0,0,"T","T","butlb003","kaaik001","T","T",0,0,0,0,0,0,0,0,0,"","","",0,0,0,0,0,0,1,0,0,0,1,0,0,"aybae001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"KCA201103310","ANA",2,0,0,1,2,"CTFBS",0,0,"trumm001","R","trumm001","R","hochl001","R","hochl001","R","tream001","kaaik001","getzc001","avilm001","escoa003","gorda001","cabrm002","franj004","","","","K","T","F",3,7,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,10,"KCA","ANA","KCA",0,"T","F",0,0,0,6,0,"T","F",0,0,"T","T","mathj001","bourp001","T","T",0,0,0,0,0,0,0,0,0,"","","",1,1,0,0,0,0,4,1,1,2,0,0,0,"","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
