"ANA200104100","TEX",1,0,0,0,1,"CX",0,0,"greer001","L","greer001","L","rappp001","R","rappp001","R","molib001","woots001","ecksd001","glaut001","gil-b001","andeg001","erstd001","salmt001","","","","43/G","T","F",7,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,1,"ANA","TEX","ANA",0,"T","F",0,0,0,0,0,"T","F",0,0,"T","T","velar001","rodra001","T","T",0,0,0,0,0,0,0,0,0,"","","",0,0,0,0,0,0,2,1,0,0,1,0,0,"ecksd001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA200104100","TEX",1,0,1,1,2,"CBSFX",0,0,"velar001","R","velar001","R","rappp001","R","rappp001","R","molib001","woots001","ecksd001","glaut001","gil-b001","andeg001","erstd001","salmt001","","","","8/F8D","F","F",4,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","8D",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,2,"ANA","TEX","ANA",0,"F","F",0,0,0,1,1,"T","F",0,0,"T","T","rodra001","palmr001","T","T",0,0,0,0,0,0,0,0,0,"","","",1,1,0,0,0,0,4,1,1,1,1,0,0,"erstd001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA200104100","TEX",1,0,2,2,2,"CCBBX",0,0,"rodra001","R","rodra001","R","rappp001","R","rappp001","R","molib001","woots001","ecksd001","glaut001","gil-b001","andeg001","erstd001","salmt001","","","","63/G","F","F",6,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,3,"ANA","TEX","ANA",0,"F","T",0,0,0,2,2,"T","F",0,0,"T","T","palmr001","rodri001","T","T",0,0,0,0,0,0,0,0,0,"","","",2,2,0,0,0,0,3,2,0,0,1,0,0,"gil-b001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA200104100","TEX",1,1,0,0,1,"CX",0,0,"erstd001","L","erstd001","L","olivd001","L","olivd001","L","rodri001","palmr001","velar001","camik001","rodra001","greer001","curtc001","mater001","","","","S7","T","F",8,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4,"ANA","ANA","TEX",1,"T","F",0,0,0,0,0,"T","F",0,1,"T","T","ecksd001","salmt001","T","T",0,0,0,0,0,0,0,0,0,"","","",0,0,0,0,0,0,2,1,0,0,1,0,0,"greer001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA200104100","TEX",1,1,0,1,2,"CBSX",0,0,"ecksd001","R","ecksd001","R","olivd001","L","olivd001","L","rodri001","palmr001","velar001","camik001","rodra001","greer001","curtc001","mater001","erstd001","","","S9.1-2","F","F",4,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","olivd001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5,"ANA","ANA","TEX",1,"F","F",0,0,0,1,1,"T","F",1,3,"T","T","salmt001","glaut001","T","T",8,1,4,0,0,0,0,0,0,"rodri001","","",1,1,0,0,0,0,3,1,1,0,1,0,0,"mater001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA200104100","TEX",1,1,0,3,2,"FSFBBBS",0,0,"salmt001","R","salmt001","R","olivd001","L","olivd001","L","rodri001","palmr001","velar001","camik001","rodra001","greer001","curtc001","mater001","ecksd001","erstd001","","K+CS2(24)/DP.2-3","F","F",9,3,3,"T","T",0,"F","F",2,"T","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,3,0,"2","24","","","F","F","F","T","F","F","F","F","F","olivd001","olivd001","","F","F","F","F","F","","","","",0,2,4,0,2,0,0,0,0,6,"ANA","ANA","TEX",1,"F","F",0,0,0,2,2,"T","F",3,4,"T","T","glaut001","andeg001","T","T",4,2,5,8,1,4,0,0,0,"rodri001","rodri001","",3,3,0,0,0,0,4,0,2,2,0,0,0,"","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA200104100","TEX",1,1,2,3,1,"CBBBB",0,0,"glaut001","R","glaut001","R","olivd001","L","olivd001","L","rodri001","palmr001","velar001","camik001","rodra001","greer001","curtc001","mater001","","","erstd001","W","F","F",5,4,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,3,"","","","","F","F","F","F","F","F","F","F","F","","","olivd001","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7,"ANA","ANA","TEX",1,"F","F",0,0,0,3,3,"T","F",4,5,"T","T","andeg001","molib001","T","T",0,0,0,0,0,0,8,1,4,"","","rodri001",4,4,0,0,0,0,1,1,0,0,0,0,0,"","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA200104100","TEX",1,1,2,2,0,"BBX",0,0,"andeg001","L","andeg001","L","olivd001","L","olivd001","L","rodri001","palmr001","velar001","camik001","rodra001","greer001","curtc001","mater001","glaut001","","erstd001","13/G","F","F",7,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,1,0,3,"13","","","","F","F","F","F","F","F","F","F","F","olivd001","","olivd001","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,8,"ANA","ANA","TEX",1,"F","T",0,0,0,4,4,"T","F",5,5,"T","T","molib001","hillg001","T","T",5,4,7,0,0,0,8,1,4,"rodri001","","rodri001",2,2,0,0,0,0,1,0,0,0,1,0,0,"olivd001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA200104100","TEX",2,0,0,3,2,"CBBBFB",0,0,"palmr001","L","palmr001","L","rappp001","R","rappp001","R","molib001","woots001","ecksd001","glaut001","gil-b001","andeg001","erstd001","salmt001","","","","W","T","F",3,4,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9,"ANA","TEX","ANA",0,"T","F",0,0,0,3,0,"T","F",0,1,"T","T","rodri001","galaa001","T","T",0,0,0,0,0,0,0,0,0,"","","",4,4,0,0,0,0,2,1,0,1,0,0,0,"","F","F","F","F",4,0,0,0,4,0,0,0,0,0,F,F
"ANA200104100","TEX",2,0,0,2,1,"FBBX",0,0,"rodri001","R","rodri001","R","rappp001","R","rappp001","R","molib001","woots001","ecksd001","glaut001","gil-b001","andeg001","erstd001","salmt001","palmr001","","","9/F9","F","F",2,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","9",0,0,"N",0,"N",0,"N",0,1,0,0,"9","","","","F","F","F","F","F","F","F","F","F","rappp001","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,10,"ANA","TEX","ANA",0,"F","F",0,0,0,4,1,"T","F",1,1,"T","T","galaa001","camik001","T","T",3,4,9,0,0,0,0,0,0,"molib001","","",2,2,0,0,0,0,2,0,0,1,1,0,0,"salmt001","F","F","F","F",0,4,0,0,4,0,0,0,0,0,F,F
