"SDN201004120","ATL",1,0,0,2,1,"BCBX",0,0,"cabrm002","L","cabrm002","L","corrk001","R","corrk001","R","hundn001","gonza003","ecksd001","headc001","cabre001","blank002","gwynt002","venaw001","","","","8/L","T","F",7,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,1,"SDN","ATL","SDN",0,"T","F",0,0,0,0,0,"T","F",0,0,"T","T","pradm001","jonec004","T","T",0,0,0,0,0,0,0,0,0,"","","",2,2,0,0,0,0,2,1,0,0,1,0,0,"gwynt002","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"SDN201004120","ATL",1,0,1,3,2,"BBBCFX",0,0,"pradm001","R","pradm001","R","corrk001","R","corrk001","R","hundn001","gonza003","ecksd001","headc001","cabre001","blank002","gwynt002","venaw001","","","","43/G","F","F",4,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,2,"SDN","ATL","SDN",0,"F","F",0,0,0,1,1,"T","F",0,0,"T","T","jonec004","mccab002","T","T",0,0,0,0,0,0,0,0,0,"","","",3,3,0,0,0,0,3,1,0,1,1,0,0,"ecksd001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"SDN201004120","ATL",1,0,2,1,0,"BX",0,0,"jonec004","L","jonec004","L","corrk001","R","corrk001","R","hundn001","gonza003","ecksd001","headc001","cabre001","blank002","gwynt002","venaw001","","","","6/L","F","F",5,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"6","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,3,"SDN","ATL","SDN",0,"F","T",0,0,0,2,2,"T","F",0,0,"T","T","mccab002","glaut001","T","T",0,0,0,0,0,0,0,0,0,"","","",1,1,0,0,0,0,1,0,0,0,1,0,0,"cabre001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"SDN201004120","ATL",1,1,0,1,1,"BCX",0,0,"cabre001","L","cabre001","L","jurrj001","R","jurrj001","R","mccab002","glaut001","pradm001","jonec004","escoy001","cabrm002","mclon001","heywj001","","","","13/G","T","F",6,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,4,"SDN","SDN","ATL",1,"T","F",0,0,0,0,0,"T","F",0,0,"T","T","ecksd001","gonza003","T","T",0,0,0,0,0,0,0,0,0,"","","",1,1,0,0,0,0,2,1,0,0,1,0,0,"jurrj001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"SDN201004120","ATL",1,1,1,3,2,"BCBBCX",0,0,"ecksd001","R","ecksd001","R","jurrj001","R","jurrj001","R","mccab002","glaut001","pradm001","jonec004","escoy001","cabrm002","mclon001","heywj001","","","","S7/L","F","F",4,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"L","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5,"SDN","SDN","ATL",1,"F","F",0,0,0,1,1,"T","F",0,1,"T","T","gonza003","blank002","T","T",0,0,0,0,0,0,0,0,0,"","","",3,3,0,0,0,0,3,2,0,0,1,0,0,"cabrm002","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"SDN201004120","ATL",1,1,1,1,1,"1CBX",0,0,"gonza003","L","gonza003","L","jurrj001","R","jurrj001","R","mccab002","glaut001","pradm001","jonec004","escoy001","cabrm002","mclon001","heywj001","ecksd001","","","46(1)/FO/G","F","F",3,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","46","","","F","F","F","F","F","F","F","F","F","jurrj001","","","F","F","F","F","F","","","","",0,6,0,0,4,0,0,0,0,6,"SDN","SDN","ATL",1,"F","F",0,0,0,2,2,"T","F",1,1,"T","T","blank002","headc001","T","T",4,2,5,0,0,0,0,0,0,"mccab002","","",1,1,0,0,0,0,2,1,0,0,1,0,0,"pradm001","T","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"SDN201004120","ATL",1,1,2,2,0,"BBX",0,0,"blank002","R","blank002","R","jurrj001","R","jurrj001","R","mccab002","glaut001","pradm001","jonec004","escoy001","cabrm002","mclon001","heywj001","gonza003","","","3/P","F","F",7,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"P","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"3","","","","F","F","F","F","F","F","F","F","F","jurrj001","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,7,"SDN","SDN","ATL",1,"F","T",0,0,0,3,3,"T","F",1,1,"T","T","headc001","venaw001","T","T",3,3,6,0,0,0,0,0,0,"mccab002","","",2,2,0,0,0,0,1,0,0,0,1,0,0,"glaut001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"SDN201004120","ATL",2,0,0,2,1,"BCBX",0,0,"mccab002","L","mccab002","L","corrk001","R","corrk001","R","hundn001","gonza003","ecksd001","headc001","cabre001","blank002","gwynt002","venaw001","","","","31/G","T","F",2,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"31","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,1,0,0,3,0,0,0,0,8,"SDN","ATL","SDN",0,"T","F",0,0,0,3,0,"T","F",0,0,"T","T","glaut001","escoy001","T","T",0,0,0,0,0,0,0,0,0,"","","",2,2,0,0,0,0,2,1,0,0,1,0,0,"gonza003","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"SDN201004120","ATL",2,0,1,1,1,"CBX",0,0,"glaut001","R","glaut001","R","corrk001","R","corrk001","R","hundn001","gonza003","ecksd001","headc001","cabre001","blank002","gwynt002","venaw001","","","","63/G","F","F",3,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,9,"SDN","ATL","SDN",0,"F","F",0,0,0,4,1,"T","F",0,0,"T","T","escoy001","heywj001","T","T",0,0,0,0,0,0,0,0,0,"","","",1,1,0,0,0,0,2,1,0,0,1,0,0,"cabre001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"SDN201004120","ATL",2,0,2,0,0,"X",0,0,"escoy001","R","escoy001","R","corrk001","R","corrk001","R","hundn001","gonza003","ecksd001","headc001","cabre001","blank002","gwynt002","venaw001","","","","S8/L","F","F",6,6,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"L","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10,"SDN","ATL","SDN",0,"F","F",0,0,0,5,2,"T","F",0,1,"T","T","heywj001","mclon001","T","T",0,0,0,0,0,0,0,0,0,"","","",0,0,0,0,0,0,1,0,0,0,1,0,0,"gwynt002","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
