"CHN201204050","WAS",1,0,0,0,0,"X",0,0,"desmi001","R","desmi001","R","dempr002","R","dempr002","R","sotog001","bakej001","barnd001","stewi001","casts001","soria001","byrdm001","dejed001","","","","S9/L","T","F",6,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"L","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1,"CHN","WAS","CHN",0,"T","F",0,0,0,0,0,"T","F",0,1,"T","T","espid001","zimmr001","T","T",0,0,0,0,0,0,0,0,0,"","","",0,0,0,0,0,0,1,0,0,0,1,0,0,"dejed001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"CHN201204050","WAS",1,0,0,3,1,"1M1BBBB",0,0,"espid001","L","espid001","L","dempr002","R","dempr002","R","sotog001","bakej001","barnd001","stewi001","casts001","soria001","byrdm001","dejed001","desmi001","","","W.1-2","F","F",4,2,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","dempr002","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2,"CHN","WAS","CHN",0,"F","F",0,0,0,1,1,"T","F",1,3,"T","T","zimmr001","laroa001","T","T",6,1,1,0,0,0,0,0,0,"sotog001","","",4,4,0,0,0,0,1,0,1,0,0,0,0,"","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"CHN201204050","WAS",1,0,0,0,2,"CSX",0,0,"zimmr001","R","zimmr001","R","dempr002","R","dempr002","R","sotog001","bakej001","barnd001","stewi001","casts001","soria001","byrdm001","dejed001","espid001","desmi001","","8/F.2-3;1-2","F","F",5,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,2,3,0,"8","","","","F","F","F","F","F","F","F","F","F","dempr002","dempr002","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,3,"CHN","WAS","CHN",0,"F","F",0,0,0,2,2,"T","F",3,6,"T","T","laroa001","wertj001","T","T",4,2,2,6,1,1,0,0,0,"sotog001","sotog001","",0,0,0,0,0,0,3,1,1,0,1,0,0,"byrdm001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"CHN201204050","WAS",1,0,1,2,2,"BCFBS",0,0,"laroa001","L","laroa001","L","dempr002","R","dempr002","R","sotog001","bakej001","barnd001","stewi001","casts001","soria001","byrdm001","dejed001","","espid001","desmi001","K","F","F",3,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,3,"2","","","","F","F","F","F","F","F","F","F","F","","dempr002","dempr002","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,4,"CHN","WAS","CHN",0,"F","F",0,0,0,3,3,"T","F",6,6,"T","T","wertj001","derom001","T","T",0,0,0,4,2,2,6,1,1,"","sotog001","sotog001",2,2,0,0,0,0,3,1,1,1,0,0,0,"","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"CHN201204050","WAS",1,0,2,1,1,"CBX",0,0,"wertj001","R","wertj001","R","dempr002","R","dempr002","R","sotog001","bakej001","barnd001","stewi001","casts001","soria001","byrdm001","dejed001","","espid001","desmi001","9/F","F","F",9,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,2,3,"9","","","","F","F","F","F","F","F","F","F","F","","dempr002","dempr002","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,5,"CHN","WAS","CHN",0,"F","T",0,0,0,4,4,"T","F",6,6,"T","T","derom001","bernr001","T","T",0,0,0,4,2,2,6,1,1,"","sotog001","sotog001",1,1,0,0,0,0,2,1,0,0,1,0,0,"dejed001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"CHN201204050","WAS",1,1,0,0,1,"CX",0,0,"dejed001","L","dejed001","L","stras001","R","stras001","R","ramow001","laroa001","espid001","zimmr001","desmi001","derom001","bernr001","wertj001","","","","8/F","T","F",9,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,6,"CHN","CHN","WAS",1,"T","F",0,0,0,0,0,"T","F",0,0,"T","T","barnd001","casts001","T","T",0,0,0,0,0,0,0,0,0,"","","",0,0,0,0,0,0,2,1,0,0,1,0,0,"bernr001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"CHN201204050","WAS",1,1,1,0,0,"X",0,0,"barnd001","R","barnd001","R","stras001","R","stras001","R","ramow001","laroa001","espid001","zimmr001","desmi001","derom001","bernr001","wertj001","","","","31/G-","F","F",4,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"31","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,1,0,0,3,0,0,0,0,7,"CHN","CHN","WAS",1,"F","F",0,0,0,1,1,"T","F",0,0,"T","T","casts001","soria001","T","T",0,0,0,0,0,0,0,0,0,"","","",0,0,0,0,0,0,1,0,0,0,1,0,0,"laroa001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"CHN201204050","WAS",1,1,2,1,0,"BX",0,0,"casts001","R","casts001","R","stras001","R","stras001","R","ramow001","laroa001","espid001","zimmr001","desmi001","derom001","bernr001","wertj001","","","","S3/P-","F","F",6,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",3,"P","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8,"CHN","CHN","WAS",1,"F","F",0,0,0,2,2,"T","F",0,1,"T","T","soria001","stewi001","T","T",0,0,0,0,0,0,0,0,0,"","","",1,1,0,0,0,0,1,0,0,0,1,0,0,"laroa001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"CHN201204050","WAS",1,1,2,1,0,"*BX",0,0,"soria001","R","soria001","R","stras001","R","stras001","R","ramow001","laroa001","espid001","zimmr001","desmi001","derom001","bernr001","wertj001","casts001","","","8/F","F","F",7,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"8","","","","F","F","F","F","F","F","F","F","F","stras001","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,9,"CHN","CHN","WAS",1,"F","T",0,0,0,3,3,"T","F",1,1,"T","T","stewi001","bakej001","T","T",6,3,8,0,0,0,0,0,0,"ramow001","","",1,1,0,0,0,0,1,0,0,0,1,0,0,"bernr001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"CHN201204050","WAS",2,0,0,1,1,"CBX",0,0,"derom001","R","derom001","R","dempr002","R","dempr002","R","sotog001","bakej001","barnd001","stewi001","casts001","soria001","byrdm001","dejed001","","","","7/L","T","F",7,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,10,"CHN","WAS","CHN",0,"T","F",0,0,0,5,0,"T","F",0,0,"T","T","bernr001","ramow001","T","T",0,0,0,0,0,0,0,0,0,"","","",1,1,0,0,0,0,2,1,0,0,1,0,0,"soria001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
